,col1,col2,col3,col4
2150,1468.,Vit or Muller Sousa de Menezes,,Flamengo - RJ
2151,1469.,Vit or Prado Barreto,,Grêmio - RS
2153,1470.,Vit or Rafael de Oliveira,,ABC - RN
2154,1471.,Vit or Rodrigues Lima,,Vasco da Gama - RJ
2155,1472.,Viv aldo Borges dos Santos Neto,,Vasco da Gama - RJ
2157,1473.,Vla dimir Orlando Cardoso de Araujo,,Santos - SP
2159,1474.,W agner da Silva Souza,,Coritiba - PR
2160,1475.,W allace Madeira Almeida,,Fluminense - RJ
2161,1476.,W allace Reis Silva,,Vitória - BA
2162,1477.,W anderley Santos Monteiro Junior,Ponte Preta - SP,Adriano Sports Assessoria Esportiva
2164,1478.,W anderley Santos Monteiro Junior,Ponte Preta - SP,Adriano Sports Assessoria Esportiva
2166,1479.,W anderson Barbosa da Silva,Rio Branco - AC,Bruno Amorim Kling da Silveira
2167,1480.,W anderson Felippe Cardoso dos Santos,Fluminense - RJ,Unique Sports E Markenting Ltda
2168,1481.,W anderson Ferreira de Oliveira,Avaí - SC,Showball Assessoria Esportiva Ltda
2169,1482.,W anderson Ferreira de Oliveira,Avaí - SC,Showball Assessoria Esportiva Ltda
2170,1483.,W anderson Luiz da Silva Sousa,Náutico - PE,Cavalcanti Assessoria Desportiva Eireli
2171,1484.,W ashington Cesar do Carmo Ferreira,Figueirense Esporte,All Sports Gerenciamento E Consultoria
2173,1485.,W ellington Alves da Silva,Fluminense - RJ,As Assessoria Empresarial Ltda
2174,1486.,W ellington Aparecido Martins,Fluminense - RJ,Think Ball E Sports Consulting Ltda
2175,1487.,W ellington Blittes de Paula,Paraná - PR,Welt Sports Gestão de Carreiras Ltda
2176,1488.,W ellington Daniel Bueno,Atlético - MG,Football Italia Agenciamento E Eventos
2178,1489.,W ellington Gonzaga de Assis Filho,Santos - SP,Adm Esporte Futebol E Agenciamento
2180,1490.,W ellington Soares da Silva,Ferroviário - CE,Rcf Sports E Marketing Esportivo Ltda
2181,1491.,W ellington Soares da Silva,Atlético - GO,Rcf Sports E Marketing Esportivo Ltda
2182,1492.,W ellington Soares da Silva,Atlético - GO,Rcf Sports E Marketing Esportivo Ltda
2183,1493.,W erik Silva Pinto,Oeste - SP,Tycoon Sports - Assessoria E Marketing
2185,1494.,W erton de Almeida Rego,Flamengo - RJ,Tinmo - Talents In Motion
2187,1495.,W esley Augusto Henn Marth,Athletico Paranaense -,Pmsm Publicidade E Comunicacao Ltda
2189,1496.,W esley da Conceicao Duarte Moreira,Grêmio - RS,Jmb Esportes E Organizacao de Eventos
2191,1497.,W esley Hudson da Silva,Atlético - MG,All Sports Gerenciamento E Consultoria
2193,1498.,W esllen Patrick Oliveira Reis,Ceará - CE,Prattes Planejamento E Gestao
2195,1499.,W eslley Alcantara de Oliveira,Betim Futebol - MG,Douglas da Rocha Poroca Me
2196,1500.,W everson Moreira da Costa,Red Bull Bragantino - SP,The Agency Brasil Ltda
2197,1501.,W everson Rodrigues Vicente do,Sport - PE,Mp10 Sports E Marketing Esportivo
2198,,Nascimento,,Eireli
2199,1502.,W everton de Jesus Marcolino,Vasco da Gama - RJ,Frc Empreendimentos Esportivos Ltda
2200,1503.,W everton de Souza Santos,Flamengo - RJ,Jean Pierre Fernandes
2201,1504.,W ilian Procopio Barbosa Junior,Rio Branco - AC,Bruno Amorim Kling da Silveira
2202,1505.,W ilker Bruno Pedrosa Pinheiro,Araucaria Ecr - PR,Lipatin Sports Ltda
2203,1506.,W illiam de Oliveira Pottker,Cruzeiro - MG,Otb Sports Consultoria Esportiva Ltda
2204,1507.,W illian da Silva Vianna Ferreira Barbosa,Vasco da Gama - RJ,Plural Sports E Participações Ltda
2205,1508.,W illian Marlon Ferreira Moraes,Atlético - GO,Otb Lab Consultoria Esportiva Ltda
2206,1509.,W illian Osmar de Oliveira Silva,Chapecoense - SC,Elenko Sports Ltda
2207,1510.,W illian Osmar de Oliveira Silva,Ceará - CE,Mmb Sports Participações
2208,1511.,W illian Ribeiro dos Reis,Itapirense - SP,Frc Empreendimentos Esportivos Ltda
2209,1512.,W ilson Jose da Silva,Itapirense - SP,Frc Empreendimentos Esportivos Ltda
2210,1513.,W iris Gustavo de Oliveira,Fluminense - RJ,Vicencote Representacoes Profissionais
2212,1514.,W isney Junio Dias Carvalho,Fluminense - RJ,Brazil Soccer Sports Management Ltda
2213,1515.,Ya go Cesar da Silva,Athletico Paranaense -,Rocha Loures Consultoria Em Esportes
2215,1516.,Ya go Gonçalves Nogueira Ramos,Ferroviário - CE,Elite Sports Ltda
2216,1517.,Ya go Gonçalves Nogueira Ramos,Itumbiara - GO,Elite Sports Ltda
2217,1518.,Ya go Henrique Severino dos Santos,Juventude - RS,Fms Gestao Esportiva Ltda
2218,1519.,Ya go Santos de Andrade,Palmeiras - SP,Three Sports Group Agenciamento Ltda
2219,1520.,Ya go Taborda Costa Gomes,Grêmio - RS,Jmb Esportes E Organizacao de Eventos
2221,1521.,Ya n Cristian Silva do Carmo,Hercilio Luz Futebol,Ivan Rocha Limas
2223,1522.,Ya n Henrique Claro Lima,Grêmio - RS,Zardo Assessoria Esportiva Ltda
2224,1523.,Ya n Matheus Santos Souza,Palmeiras - SP,Fms Gestao Esportiva Ltda
2225,1524.,Ya n Medeiros Sasse,America - MG,Websoccer do Brasil Promocao de
2227,1525.,Ya n Philipe Oliveira Lemos,Atlético - MG,Pmsm Publicidade E Comunicacao Ltda
2228,1526.,Ya n Philipe Oliveira Lemos,Atlético - MG,Pmsm Publicidade E Comunicacao Ltda
2229,1527.,Ya ya Banhoro,Joinville - SC,Wanda Tatchou Augustin Cinoncelli
2230,1528.,Yg or de Oliveira Ferreira,Vitória - BA,Maximiliano de Oliveira Santos
2231,1529.,Yk aro Toledo E Toledo,Vasco da Gama - RJ,The Agency Brasil Ltda
2232,1530.,Yk aro Trindade Barros,Fluminense - RJ,Alessandro Meneghetti Carpegiani
2233,1531.,Yk aro Trindade Barros,Fluminense - RJ,Alessandro Meneghetti Carpegiani
2234,1532.,Yu ri Alberto Monteiro da Silva,Internacional - RS,Bbm Sports - Assessoria E Marketing
